Graph,Algorithm,Max threads,median,std
"('Preferential attachment 100 edges per vertice', 1000)",BGL: Local merge,18,0.06869952745149273,0.0017652957306761555
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,1,1.0000818799859224,0.2846379639853092
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,2,1.0866859710278178,0.08300115842315603
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,4,0.9817107999531925,0.1338749386607254
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,6,1.0181246221257547,0.14219872968214803
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,8,0.8506607352227706,0.1211203814055683
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,10,0.8456608830401251,0.1502666795409629
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,12,0.7720953463235765,0.11918039285270202
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,14,0.7629366748689392,0.16575432390313638
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,16,0.6654367418908658,0.11828981057224433
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,18,0.6030408576930297,0.12819575000419767
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,20,0.663860283579894,0.13314184807427856
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,22,0.5778504215275462,0.1456768044378192
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,24,0.5543802667905522,0.13463564471740663
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,26,0.5334044143164376,0.12954974999556496
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,28,0.41710917222802324,0.08425030299395236
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,30,0.3963019498525802,0.0869937950786657
"('Preferential attachment 100 edges per vertice', 1000)",Filter Kruskal,32,0.28990607844496485,0.03570373801472116
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,1,1.000000012379537,0.1973748916416555
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,2,0.926952005518161,0.45255332170524676
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,4,0.7201046070777521,0.4740895038033357
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,6,0.9464371426467166,0.4514922741859722
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,8,0.7540919499105787,0.4563739746575524
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,10,0.863743188273318,0.39581867744474375
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,12,0.9347830185478363,0.37426885919967834
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,14,0.6874955327365536,0.39708860080401864
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,16,0.7946836267691505,0.39005469773914747
"('Preferential attachment 100 edges per vertice', 1000)",Filter Sollin,18,0.8147520141347091,0.43088078652507206
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,1,1.0,0.11221334263542619
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,2,0.8757830252195354,0.07111221206958195
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,4,0.9196348158593453,0.0842989293377894
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,6,0.9225609438627123,0.08938731899304411
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,8,0.9261469383675696,0.07292904248084452
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,10,0.9355239632217943,0.04789158686825859
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,12,0.9360408995721696,0.04551083990871717
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,14,0.9425092854519284,0.04438053083294508
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,16,0.9295878711061568,0.039632476919559075
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,18,0.9277264789305737,0.09302775293370345
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,20,0.9376166085707472,0.04913103302458122
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,22,0.9445795331414402,0.043508061994225085
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,24,0.943038700118535,0.041406588333594556
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,26,0.9401266089433704,0.04115665870873334
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,28,0.9462548686916002,0.05128308049454043
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,30,0.9354129908389717,0.04693809530647439
"('Preferential attachment 100 edges per vertice', 1000)",Kruskal,32,0.9413015582140281,0.06361516316031815
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,1,1.0000119745126657,0.03159678250298049
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,2,0.9908994036772271,0.4465351676886595
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,4,1.1941699990947592,0.5719773063848996
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,6,0.8396644789892754,0.6311176190723126
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,8,0.855350980665874,0.7114951420032546
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,10,1.472450685238835,0.7232488982940206
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,12,0.9979074024342489,0.7206578871572238
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,14,1.0412413561048455,0.7409007231044166
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,16,1.1393617531396367,0.7539343857370083
"('Preferential attachment 100 edges per vertice', 1000)",Sollin AL,18,1.2569430109046245,0.6074368432649747
"('Preferential attachment 100 edges per vertice', 1000)",Sollin FAL,1,1.0000023544156755,0.0826461166624796
"('Preferential attachment 100 edges per vertice', 1000)",Sollin FAL,2,1.0439067582609864,0.46932306671009194
"('Preferential attachment 100 edges per vertice', 1000)",Sollin FAL,4,1.2926411569910545,0.6538419131927191
